sys_name,ms,dms,metal,dmetal,Mtp,dMtp,M_r,dM_r,M_gi,dM_gi,com,dcom,N_r,N_gi,n_planets
HATS-32,1.099,0.044000000000000004,0.39,0.05,0.92,0.1,0.0,0.0,0.92,0.1,0.04024,0.009277826086956521,0,1,1
HATS-33,1.062,0.032,0.29,0.05,1.192,0.053,0.0,0.0,1.192,0.053,0.03727,0.0036842785234899324,0,1,1
HATS-35,1.317,0.4,0.21,0.06,1.222,0.078,0.0,0.0,1.222,0.078,0.03199,0.004413829787234042,0,1,1
HATS-26,1.2990000000000002,0.055999999999999994,-0.02,0.05,0.65,0.076,0.0,0.0,0.65,0.076,0.04735,0.011752615384615386,0,1,1
HATS-36,1.1,0.04,0.15,0.06,2.79,0.4,0.0,0.0,2.79,0.4,0.0523,0.015596415770609318,0,1,1
HATS-37A,0.843,0.012,0.051,0.028999999999999998,0.099,0.042,0.0,0.0,0.099,0.042,0.04913,0.04191606060606061,0,1,1
HATS-38,0.89,0.012,-0.102,0.043,0.07400000000000001,0.011000000000000001,0.0,0.0,0.07400000000000001,0.011000000000000001,0.05036,0.01520189189189189,0,1,1
HATS-4,1.001,0.02,0.43,0.08,1.3230000000000002,0.027999999999999997,0.0,0.0,1.3230000000000002,0.027999999999999997,0.0362,0.0017322751322751322,0,1,1
HATS-40,1.56,0.07,0.01,0.077,1.59,0.24,0.0,0.0,1.59,0.24,0.04997,0.015825283018867924,0,1,1
HATS-41,1.496,0.075,0.47,0.040999999999999995,9.7,1.6,0.0,0.0,9.7,1.6,0.0583,0.02023298969072165,0,1,1
HATS-27,1.415,0.048,0.09,0.04,0.53,0.13,0.0,0.0,0.53,0.13,0.0611,0.030653584905660374,0,1,1
HATS-25,0.9940000000000001,0.035,0.02,0.05,0.613,0.042,0.0,0.0,0.613,0.042,0.05162999999999999,0.007674910277324631,0,1,1
HAT-P-8,1.28,0.04,0.01,0.08,1.34,0.05,0.0,0.0,1.34,0.05,0.0449,0.004050746268656717,0,1,1
HATS-14,0.9670000000000001,0.024,0.33,0.06,1.071,0.07,0.0,0.0,1.071,0.07,0.03815,0.0053069281045751635,0,1,1
HAT-P-9,1.28,0.13,0.12,0.2,0.67,0.08,0.0,0.0,0.67,0.08,0.053,0.014656716417910448,0,1,1
HATS-1,0.986,0.054000000000000006,-0.06,0.12,1.855,4e-06,0.0,0.0,1.855,4e-06,0.0444,0.0008001914824797843,0,1,1
HATS-10,1.1,0.054000000000000006,0.15,0.1,0.526,0.081,0.0,0.0,0.526,0.081,0.0449,0.01456851711026616,0,1,1
HATS-11,1.33,0.09,0.03,0.16,0.85,0.12,0.0,0.0,0.85,0.12,0.0507,0.01551529411764706,0,1,1
HATS-12,1.16,0.04,-0.1,0.04,2.38,0.087,0.0,0.0,2.38,0.087,0.0441,0.003724117647058823,0,1,1
HATS-13,0.9620000000000001,0.028999999999999998,0.05,0.06,0.5429999999999999,0.07200000000000001,0.0,0.0,0.5429999999999999,0.07200000000000001,0.04057,0.01116889502762431,0,1,1
HATS-16,0.97,0.035,0.1,0.05,3.27,0.19,0.0,0.0,3.27,0.19,0.03744,0.004800825688073395,0,1,1
HATS-23,1.121,0.046,0.28,0.07,1.47,0.07200000000000001,0.0,0.0,1.47,0.07200000000000001,0.03397,0.0037976734693877558,0,1,1
HATS-17,1.131,0.03,0.3,0.03,1.338,0.065,0.0,0.0,1.338,0.065,0.1308,0.013908520179372198,0,1,1
HATS-18,1.037,0.047,0.28,0.08,1.98,0.077,0.0,0.0,1.98,0.077,0.01761,0.0016396666666666667,0,1,1
HATS-19,1.3030000000000002,0.83,0.24,0.05,0.42700000000000005,0.071,0.0,0.0,0.42700000000000005,0.071,0.0589,0.020887353629976575,0,1,1
HATS-2,0.882,0.037000000000000005,0.15,0.05,1.345,0.15,0.0,0.0,1.345,0.15,0.023,0.005430111524163568,0,1,1
HATS-20,0.91,0.026000000000000002,0.03,0.05,0.273,0.035,0.0,0.0,0.273,0.035,0.046189999999999995,0.012283589743589743,0,1,1
HATS-21,1.08,0.026000000000000002,0.3,0.04,0.332,0.03,0.0,0.0,0.332,0.03,0.04676,0.008830602409638552,0,1,1
HAT-P-33,1.403,0.096,0.05,0.08,0.763,0.11699999999999999,0.0,0.0,0.763,0.11699999999999999,0.0503,0.0165262123197903,0,1,1
HAT-P-32,1.176,0.07,-0.16,0.08,0.86,0.16399999999999998,0.0,0.0,0.86,0.16399999999999998,0.0343,0.013481860465116277,0,1,1
HAT-P-31,1.218,0.063,0.15,0.08,2.171,0.077,0.0,0.0,2.171,0.077,0.055,0.018901427913403962,0,1,1
CoRoT-6,1.055,0.055,-0.2,0.1,2.96,0.34,0.0,0.0,2.96,0.34,0.0855,0.021141891891891893,0,1,1
CoRoT-27,1.05,0.11,0.1,0.1,10.39,0.55,0.0,0.0,10.39,0.55,0.0476,0.011639461020211742,0,1,1
CoRoT-29,0.976,0.14,0.2,0.1,0.85,0.2,0.0,0.0,0.85,0.2,0.039,0.02035294117647059,0,1,1
CoRoT-3,1.41,0.08,0.14,0.04,21.66,1.0,0.0,0.0,21.66,1.0,0.057,0.008263157894736842,0,1,1
CoRoT-30,0.98,0.05,0.02,0.1,2.9,0.22,0.0,0.0,2.9,0.22,0.0844,0.014005517241379311,0,1,1
CoRoT-4,1.1,0.02,0.05,0.07,0.72,0.08,0.0,0.0,0.72,0.08,0.09,0.020999999999999998,0,1,1
CoRoT-5,1.0,0.02,-0.25,0.06,0.467,0.024,0.0,0.0,0.467,0.024,0.04947,0.005374710920770878,0,1,1
CoRoT-7,0.93,0.03,0.03,0.07,0.0149,0.003,4.7307500000000005,0.9525,0.0,0.0,0.0172,0.0072161744966442965,1,0,1
CoRoT-25,1.09,0.05,-0.01,0.13,0.27,0.04,0.0,0.0,0.27,0.04,0.0578,0.020025925925925923,0,1,1
CoRoT-8,0.88,0.04,0.3,0.1,0.2158,0.034,0.0,0.0,0.2158,0.034,0.063,0.020851714550509735,0,1,1
CoRoT-9,0.99,0.04,-0.01,0.006,0.84,0.07,0.0,0.0,0.84,0.07,0.40700000000000003,0.07283333333333335,0,1,1
DS Tuc A,0.9590000000000001,0.031,-0.08,0.06,0.08800000000000001,0.040999999999999995,0.0,0.0,0.08800000000000001,0.040999999999999995,0.0795,0.07707954545454544,0,1,1
EPIC 205084841,1.168,0.094,0.019,0.175,0.3883,0.303,0.0,0.0,0.3883,0.303,0.10400000000000001,0.16530749420551125,0,1,1
EPIC 211945201,1.17,0.04,0.1,0.1,0.085,0.0396,0.0,0.0,0.085,0.0396,0.1493,0.14061247058823528,0,1,1
EPIC 212036875,1.1241,0.11,-0.23,0.1,51.0,2.0,0.0,0.0,51.0,2.0,0.0621,0.006870588235294118,0,1,1
CoRoT-26,1.09,0.06,0.01,0.13,0.52,0.05,0.0,0.0,0.52,0.05,0.0526,0.011115384615384616,0,1,1
CoRoT-24,0.91,0.09,0.3,0.25,0.08800000000000001,0.035,0.0,0.0,0.08800000000000001,0.035,0.098,0.08095454545454545,0,1,1
HAT-P-30,1.18,0.03,-0.08,0.08,0.711,0.027999999999999997,0.0,0.0,0.711,0.027999999999999997,0.0419,0.0038001406469760895,0,1,1
CoRoT-13,1.09,0.02,0.01,0.07,1.308,0.066,0.0,0.0,1.308,0.066,0.051000000000000004,0.008246788990825689,0,1,1
CD Cet,0.161,0.01,0.13,0.16,0.012440000000000001,0.0013599999999999999,3.9497000000000004,0.43179999999999996,0.0,0.0,0.0185,0.005345016077170416,1,0,1
CD-35 2722,0.4,0.05,0.04,0.5,31.0,8.0,0.0,0.0,31.0,8.0,67.0,38.58064516129032,0,1,1
CoRoT-1,0.95,0.15,0.06,0.07,1.03,0.12,0.0,0.0,1.03,0.12,0.0254,0.006318446601941747,0,1,1
CoRoT-10,0.89,0.05,0.26,0.07,2.75,0.14,0.0,0.0,2.75,0.14,0.10549999999999998,0.01284181818181818,0,1,1
CoRoT-11,1.27,0.05,0.04,0.03,2.33,0.27,0.0,0.0,2.33,0.27,0.04351,0.010443862660944207,0,1,1
CoRoT-12,1.078,0.07200000000000001,0.16,0.1,0.917,0.065,0.0,0.0,0.917,0.065,0.04016,0.006613347873500545,0,1,1
CoRoT-14,1.13,0.09,0.05,0.15,7.6,0.6,0.0,0.0,7.6,0.6,0.027000000000000003,0.006263157894736843,0,1,1
CoRoT-23,1.14,0.08,0.05,0.1,2.8,0.25,0.0,0.0,2.8,0.25,0.0477,0.012317857142857144,0,1,1
CoRoT-16,1.0979999999999999,0.078,0.19,0.06,0.535,0.085,0.0,0.0,0.535,0.085,0.0618,0.021137383177570093,0,1,1
CoRoT-18,0.95,0.15,-0.1,0.1,3.47,0.38,0.0,0.0,3.47,0.38,0.0295,0.008061095100864552,0,1,1
CoRoT-19,1.21,0.06,-0.02,0.1,1.11,0.06,0.0,0.0,1.11,0.06,0.0518,0.0064,0,1,1
CoRoT-2,0.97,0.06,-0.04,0.08,3.31,0.16,0.0,0.0,3.31,0.16,0.0281,0.0036166163141993952,0,1,1
CoRoT-20,1.14,0.08,0.14,0.12,4.24,0.23,0.0,0.0,4.24,0.23,0.0902,0.011885849056603774,0,1,1
CoRoT-22,1.099,0.049,0.17,0.12,0.06,0.0214,0.0,0.0,0.06,0.0214,0.092,0.06702666666666666,0,1,1
EPIC 219388192,0.99,0.05,0.03,0.08,36.0,1.6,0.0,0.0,36.0,1.6,0.05929999999999999,0.00657111111111111,0,1,1
EPIC 246193072,0.9009999999999999,0.049,0.098,0.07,0.26,0.022000000000000002,0.0,0.0,0.26,0.022000000000000002,0.1016,0.019093846153846152,0,1,1
G 9-40,0.29,0.02,0.04,0.11,0.016,0.006,5.08,1.905,0.0,0.0,0.0385,0.034175,1,0,1
HAT-P-22,0.9159999999999999,0.035,0.24,0.08,2.147,0.061,0.0,0.0,2.147,0.061,0.0414,0.002852491849091756,0,1,1
HAT-P-16,1.218,0.039,0.17,0.08,4.1930000000000005,0.094,0.0,0.0,4.1930000000000005,0.094,0.0413,0.002251752921535893,0,1,1
HAT-P-18,0.77,0.031,0.1,8.0,0.183,0.032,0.0,0.0,0.183,0.032,0.0559,0.020249726775956284,0,1,1
HAT-P-19,0.8420000000000001,0.042,0.23,0.08,0.292,0.018000000000000002,0.0,0.0,0.292,0.018000000000000002,0.0466,0.0065452054794520554,0,1,1
HAT-P-2,1.34,0.09,0.04,0.05,8.74,0.26,0.0,0.0,8.74,0.26,0.0674,0.004820068649885584,0,1,1
HAT-P-20,0.7559999999999999,0.027999999999999997,0.35,0.08,7.246,0.187,0.0,0.0,7.246,0.187,0.0361,0.002363290091084736,0,1,1
HAT-P-21,0.9470000000000001,0.042,0.01,0.08,4.063,0.161,0.0,0.0,4.063,0.161,0.0494,0.004615038149150875,0,1,1
HAT-P-23,1.13,0.05,0.16,0.03,2.09,0.11,0.0,0.0,2.09,0.11,0.0232,0.002642105263157895,0,1,1
GJ 1132,0.18100000000000002,0.019,-0.12,0.15,0.005220000000000001,0.00072,1.6573500000000003,0.22860000000000003,0.0,0.0,0.0154,0.005748275862068965,1,0,1
HAT-P-24,1.1909999999999998,0.042,-0.16,0.08,0.685,0.033,0.0,0.0,0.685,0.033,0.04649999999999999,0.005080291970802919,0,1,1
HAT-P-26,0.816,0.033,-0.04,0.08,0.0585,0.00717,0.0,0.0,0.0585,0.00717,0.0479,0.012341641025641024,0,1,1
HAT-P-27,0.945,0.035,0.29,0.1,0.66,0.033,0.0,0.0,0.66,0.033,0.0403,0.00453,0,1,1
HAT-P-28,1.025,0.047,0.12,0.08,0.626,0.037000000000000005,0.0,0.0,0.626,0.037000000000000005,0.0434,0.005830351437699681,0,1,1
HAT-P-29,1.207,0.046,0.21,0.08,0.778,0.04,0.0,0.0,0.778,0.04,0.0667,0.007658611825192801,0,1,1
HAT-P-3,0.917,0.03,0.41,0.08,0.591,0.018000000000000002,0.0,0.0,0.591,0.018000000000000002,0.03866,0.002764923857868021,0,1,1
HAT-P-15,1.013,0.043,0.22,0.08,1.946,0.066,0.0,0.0,1.946,0.066,0.0964,0.007938951695786227,0,1,1
HAT-P-14,1.386,0.045,0.11,0.08,2.2,0.04,0.0,0.0,2.2,0.04,0.0594,0.0025599999999999998,0,1,1
HAT-P-13,1.22,0.1,0.43,0.08,0.85,0.038,0.0,0.0,0.85,0.038,0.0426,0.0050089411764705875,0,1,1
HAT-P-12,0.73,0.02,-0.29,0.05,0.210489884529,0.013183148223889999,0.0,0.0,0.210489884529,0.013183148223889999,0.0384,0.005110044843058767,0,1,1
HAT-P-10 A,0.82,0.03,0.13,0.08,0.46,0.027999999999999997,0.0,0.0,0.46,0.027999999999999997,0.0439,0.006244347826086956,0,1,1
HAT-P-1,1.151,0.052000000000000005,0.13,0.008,0.525,0.019,0.0,0.0,0.525,0.019,0.05561,0.004855104761904762,0,1,1
GPX-1,1.68,0.1,0.35,0.1,19.7,1.6,0.0,0.0,19.7,1.6,0.0338,0.0057903553299492394,0,1,1
GJ 676 A,0.71,0.04,0.23,0.1,6.7,1.5,0.0,0.0,6.7,1.5,1.8119999999999998,0.8123432835820895,0,1,1
GJ 486,0.32299999999999995,0.15,0.07,0.16,0.008870000000000001,0.00037999999999999997,2.816225,0.12065,0.0,0.0,0.01734,0.001755727170236753,1,0,1
GJ 436,0.452,0.012,-0.32,0.12,0.07,0.0052,0.0,0.0,0.07,0.0052,0.028870000000000003,0.0052392571428571426,0,1,1
GJ 357,0.342,0.011000000000000001,-0.12,0.16,0.006566,0.00101,2.084705,0.320675,0.0,0.0,0.033,0.011152299725860494,1,0,1
GJ 3473,0.36,0.016,0.11,0.19,0.00585,0.0009,1.857375,0.28575,0.0,0.0,0.01589,0.005509230769230768,1,0,1
GJ 3470,0.51,0.06,0.2,0.1,0.039580000000000004,0.00403,0.0,0.0,0.039580000000000004,0.00403,0.03557,0.008243410813542192,0,1,1
GJ 317,0.42,0.05,0.36,0.2,2.3298,0.7158,0.0,0.0,2.3298,0.7158,1.11,0.800065413340201,0,1,1
GJ 143,0.76,0.006999999999999999,0.003,0.06,0.0714,0.006,0.0,0.0,0.0714,0.006,0.1932,0.03267058823529412,0,1,1
GJ 1252,0.381,0.019,0.1,0.1,0.00658,0.00176,2.08915,0.5588000000000001,0.0,0.0,0.00916,0.005660182370820669,1,0,1
GJ 1214,0.15,0.011000000000000001,0.39,0.15,0.0203253311519,0.00311487273071,6.45329264072825,0.988972092000425,0.0,0.0,0.01411,0.004644736842106467,1,0,1
HATS-42,1.273,0.067,0.22,0.07,1.88,0.15,0.0,0.0,1.88,0.15,0.03689,0.006536702127659574,0,1,1
HATS-43,0.8370000000000001,0.023,0.05,0.040999999999999995,0.261,0.054000000000000006,0.0,0.0,0.261,0.054000000000000006,0.04944,0.02091793103448276,0,1,1
HATS-44,0.86,0.021,0.32,0.071,0.56,0.11,0.0,0.0,0.56,0.11,0.036489999999999995,0.014635357142857141,0,1,1
K2-60,0.97,0.07,0.01,0.11,0.426,0.037000000000000005,0.0,0.0,0.426,0.037000000000000005,0.045,0.010816901408450706,0,1,1
K2-30,0.9,0.04,-0.15,0.05,0.579,0.027000000000000003,0.0,0.0,0.579,0.027000000000000003,0.048389999999999996,0.005273056994818654,0,1,1
K2-31 ,0.91,0.06,0.08,0.05,1.774,0.079,0.0,0.0,1.774,0.079,0.022000000000000002,0.003759413754227734,0,1,1
K2-34,1.15,0.04,0.03,0.05,1.78,0.13,0.0,0.0,1.78,0.13,0.04259999999999999,0.006722471910112359,0,1,1
K2-39,0.66,0.56,0.32,0.04,0.09,0.05,0.0,0.0,0.09,0.05,0.062,0.0808888888888889,0,1,1
K2-53,0.85,0.04,-0.037000000000000005,0.053,0.0289,0.0079,9.175749999999999,2.5082500000000003,0.0,0.0,0.098,0.05457785467128028,1,0,1
K2-55,0.7,0.05,0.376,0.095,0.138,0.0167,0.0,0.0,0.138,0.0167,0.03486,0.00921713043478261,0,1,1
K2-66,1.11,0.04,-0.047,0.02,0.06702000000000001,0.01133,0.0,0.0,0.06702000000000001,0.01133,0.05983,0.020949003282602203,0,1,1
K2-292,1.0,0.03,0.07,0.05,0.07708999999999999,0.01384,0.0,0.0,0.07708999999999999,0.01384,0.13,0.0566779089376054,0,1,1
K2-87,1.16,0.04,0.32799999999999996,0.045,0.1192,0.04,0.0,0.0,0.1192,0.04,0.094,0.06408724832214766,0,1,1
K2-90,0.63,0.02,-0.225,0.053,0.027999999999999997,0.0079,8.889999999999999,2.5082500000000003,0.0,0.0,0.096,0.05517142857142858,1,0,1
K2-95,0.44,0.01,-0.03,0.17,1.67,1.66,0.0,0.0,1.67,1.66,0.0696,0.13896646706586824,0,1,1
K2-97,1.2,0.05,0.33,0.04,1.1,0.11,0.0,0.0,1.1,0.11,0.086,0.0183,0,1,1
K2-98,1.2,0.03,-0.06,0.05,0.10099999999999999,0.025,0.0,0.0,0.10099999999999999,0.025,0.0974,0.04911782178217823,0,1,1
K2-99,1.63,0.04,0.21,0.06,0.97,0.09,0.0,0.0,0.97,0.09,0.1597,0.030835051546391753,0,1,1
K2-295,0.74,0.04,0.14,0.12,0.335,0.062,0.0,0.0,0.335,0.062,0.0451,0.018093731343283584,0,1,1
K2-291,0.93,0.04,0.08,0.04,0.020419999999999997,0.00365,6.483349999999999,1.158875,0.0,0.0,0.03261,0.012097835455435848,1,0,1
K2-139,0.96,0.02,0.24,0.05,0.381,0.045,0.0,0.0,0.381,0.045,0.1796,0.0439251968503937,0,1,1
K2-260,1.39,0.06,-0.14,0.15,1.42,0.32,0.0,0.0,1.42,0.32,0.0404,0.01980845070422535,0,1,1
K2-174,0.7,0.025,0.113,0.07,0.0289,0.0079,9.175749999999999,2.5082500000000003,0.0,0.0,0.126,0.06988581314878894,1,0,1
K2-18,0.36,0.05,0.12,0.16,0.028069999999999998,0.00503,8.912225,1.597025,0.0,0.0,0.1429,0.05771389383683647,1,0,1
K2-180,0.72,0.03,-0.54,0.06,0.036000000000000004,0.006,0.0,0.0,0.036000000000000004,0.006,0.0753,0.026099999999999998,0,1,1
K2-22,0.6,0.07,0.03,0.08,1.4,1.4,0.0,0.0,1.4,1.4,0.0088,0.0184,0,1,1
K2-232,1.19,0.03,0.1,0.04,0.39799999999999996,0.037000000000000005,0.0,0.0,0.39799999999999996,0.037000000000000005,0.10355999999999999,0.0200248743718593,0,1,1
K2-238,1.19,0.08,0.34,0.04,0.86,0.12,0.0,0.0,0.86,0.12,0.046,0.01883720930232558,0,1,1
K2-261,1.1,0.02,0.36,0.06,0.223,0.031,0.0,0.0,0.223,0.031,0.102,0.04835874439461883,0,1,1
K2-290,1.19,0.08,-0.06,0.1,0.774,0.047,0.0,0.0,0.774,0.047,0.305,0.05404134366925065,0,1,1
K2-265,0.92,0.02,0.078,0.02,0.02058,0.00264,6.53415,0.8382,0.0,0.0,0.033760000000000005,0.008871457725947524,1,0,1
K2-27,0.87,0.02,0.13,0.04,0.09722,0.014469999999999998,0.0,0.0,0.09722,0.014469999999999998,0.06702000000000001,0.020660203661797986,0,1,1
K2-280,1.11,0.04,0.3,0.05,0.1167,0.0176,0.0,0.0,0.1167,0.0176,0.1488,0.046882262210796916,0,1,1
K2-287,1.06,0.02,0.2,0.04,0.315,0.027000000000000003,0.0,0.0,0.315,0.027000000000000003,0.1206,0.021474285714285717,0,1,1
K2-289,0.95,0.05,0.162,0.07400000000000001,0.1529,0.0585,0.0,0.0,0.1529,0.0585,0.107,0.08287704381948986,0,1,1
K2-29,0.94,0.02,0.16,0.03,0.73,0.04,0.0,0.0,0.73,0.04,0.04217,0.004861369863013699,0,1,1
KELT-1,1.335,0.063,0.052000000000000005,0.079,27.23,0.48,0.0,0.0,27.23,0.48,0.02472,0.0012615093646713182,0,1,1
KELT-10,1.112,0.061,0.09,0.11,0.679,0.039,0.0,0.0,0.679,0.039,0.05249999999999999,0.007000927835051544,0,1,1
KELT-11,1.4380000000000002,0.052000000000000005,0.18,0.075,0.195,0.019,0.0,0.0,0.195,0.019,0.062290000000000005,0.012898564102564104,0,1,1
Kepler-12,1.17,0.05,0.07,0.04,0.43200000000000005,0.051,0.0,0.0,0.43200000000000005,0.051,0.0553,0.014256944444444442,0,1,1
KOI-415,0.94,0.06,-0.24,0.11,62.14,2.69,0.0,0.0,62.14,2.69,0.593,0.0643411651110396,0,1,1
KPS-1,0.892,0.1,0.22,0.13,1.09,0.087,0.0,0.0,1.09,0.087,0.0269,0.0052941284403669716,0,1,1
Kelt-22A,1.05,0.08,0.16,0.14,3.69,0.18,0.0,0.0,3.69,0.18,0.0248,0.003019512195121951,0,1,1
Kepler-101,1.17,0.05,0.33,0.07,0.16,0.01,0.0,0.0,0.16,0.01,0.0474,0.006725,0,1,1
Kepler-102,0.81,0.09,0.18,0.47,0.027999999999999997,0.006,8.889999999999999,1.905,0.0,0.0,0.11699999999999999,0.053142857142857144,1,0,1
BD+20 594,1.67,0.4,-0.15,0.05,0.07,0.03,0.0,0.0,0.07,0.03,0.24100000000000002,0.22557142857142856,0,1,1
Kepler-15,1.02,0.05,0.36,0.07,0.66,0.09,0.0,0.0,0.66,0.09,0.057139999999999996,0.016513636363636362,0,1,1
KELT-15,1.181,0.05,0.047,0.032,0.92,0.23,0.0,0.0,0.92,0.23,0.046130000000000004,0.023715,0,1,1
Kepler-1514,1.2,0.06,0.11900000000000001,0.075,5.28,0.22,0.0,0.0,5.28,0.22,0.753,0.07675,0,1,1
Kepler-16 (AB),0.8499,0.017,-0.3,0.2,0.33299999999999996,0.016,0.0,0.0,0.33299999999999996,0.016,0.7048,0.06872852852852854,0,1,1
Kepler-1655,1.03,0.04,-0.24,0.05,0.01573,0.00881,4.994275,2.797175,0.0,0.0,0.10300000000000001,0.11637571519389701,1,0,1
Kepler-1656,1.03,0.04,0.19,0.04,0.15291,0.01196,0.0,0.0,0.15291,0.01196,0.19699999999999998,0.051817081943626976,0,1,1
Kepler-17,1.16,0.06,0.26,0.1,2.45,0.013999999999999999,0.0,0.0,2.45,0.013999999999999999,0.025910000000000002,0.0006661142857142857,0,1,1
Kepler-19,0.94,0.04,-0.08,0.02,0.026430000000000002,0.00472,8.391525000000001,1.4986000000000002,0.0,0.0,0.085,0.03185944003026864,1,0,1
KOI-3680,1.01,0.06,0.16,0.07,1.93,0.21,0.0,0.0,1.93,0.21,0.534,0.14620725388601039,0,1,1
KOI-13,1.72,0.1,0.2,0.2,9.28,0.16,0.0,0.0,9.28,0.16,0.036410000000000005,0.0021255172413793106,0,1,1
KOI-1257,0.99,0.05,0.27,0.09,1.45,0.35,0.0,0.0,1.45,0.35,0.38199999999999995,0.19041379310344825,0,1,1
KIC 7917485,1.63,0.12,-0.02,0.15,11.8,0.6,0.0,0.0,11.8,0.6,2.03,0.4264406779661017,0,1,1
KELT-8,1.2109999999999999,0.066,0.27,0.04,0.8740000000000001,0.067,0.0,0.0,0.8740000000000001,0.067,0.04571,0.00784816933638444,0,1,1
KELT-7,1.535,0.066,0.139,0.08,1.29,0.18,0.0,0.0,1.29,0.18,0.04415,0.012940930232558141,0,1,1
KELT-6,1.126,0.057999999999999996,-0.27,0.06,0.442,0.019,0.0,0.0,0.442,0.019,0.08,0.007877828054298644,0,1,1
KELT-4 A,1.204,0.063,-0.11599999999999999,0.071,0.884,0.068,0.0,0.0,0.884,0.068,0.043210000000000005,0.007417692307692309,0,1,1
KELT-3,1.2819999999999998,0.062,0.048,0.081,1.4180000000000001,0.07,0.0,0.0,1.4180000000000001,0.07,0.04117,0.004734739069111424,0,1,1
KELT-25,2.18,0.11,0.3,0.21,21.0,20.0,0.0,0.0,21.0,20.0,0.0681,0.1308142857142857,0,1,1
KELT-23A,0.9420000000000001,0.054000000000000006,-0.105,0.078,0.938,0.044000000000000004,0.0,0.0,0.938,0.044000000000000004,0.03302,0.0037778251599147124,0,1,1
KELT-21,1.4580000000000002,0.028999999999999998,-0.405,0.033,3.91,3.9,0.0,0.0,3.91,3.9,0.052239999999999995,0.10456278772378516,0,1,1
KELT-20,2.0,0.1,-0.29,0.36,3.5180000000000002,3.517,0.0,0.0,3.5180000000000002,3.517,0.0542,0.11046918703808982,0,1,1
KELT-2 A,1.31,0.03,-0.015,0.071,1.486,0.08800000000000001,0.0,0.0,1.486,0.08800000000000001,0.054979999999999994,0.006911763122476446,0,1,1
KELT-18,1.524,0.069,0.09,0.13,1.18,0.11,0.0,0.0,1.18,0.11,0.0455,0.009173050847457627,0,1,1
KELT-17,1.635,0.061,-0.018000000000000002,0.07200000000000001,1.31,0.29,0.0,0.0,1.31,0.29,0.04881,0.022220534351145037,0,1,1
KELT-16,1.2109999999999999,0.046,-0.002,0.085,2.75,0.15,0.0,0.0,2.75,0.15,0.02044,0.002489818181818182,0,1,1
K2-140,1.0,0.02,0.13,0.04,0.93,0.04,0.0,0.0,0.93,0.04,0.0687,0.006409677419354837,0,1,1
K2-132,1.08,0.08,-0.01,0.08,0.49,0.06,0.0,0.0,0.49,0.06,0.0916,0.02303265306122449,0,1,1
HATS-45,1.272,0.048,0.02,0.068,0.7,0.15,0.0,0.0,0.7,0.15,0.055110000000000006,0.024308571428571433,0,1,1
HATS-70,1.78,0.12,0.04,0.1,12.9,1.6,0.0,0.0,12.9,1.6,0.03632,0.009879612403100774,0,1,1
HATS-65,1.2690000000000001,0.031,0.233,0.066,0.7929999999999999,0.081,0.0,0.0,0.7929999999999999,0.081,0.045110000000000004,0.009585409836065576,0,1,1
HATS-66,1.406,0.046,-0.034,0.059000000000000004,5.5,1.4,0.0,0.0,5.5,1.4,0.04708999999999999,0.024493090909090902,0,1,1
HATS-67,1.44,0.02,0.34,0.044000000000000004,1.4769999999999999,0.11699999999999999,0.0,0.0,1.4769999999999999,0.11699999999999999,0.030360000000000005,0.004949911983750848,0,1,1
HATS-68,1.337,0.11900000000000001,0.163,0.07,1.286,0.073,0.0,0.0,1.286,0.073,0.05053,0.007276687402799378,0,1,1
HATS-69,0.892,0.016,0.377,0.034,0.5770000000000001,0.5770000000000001,0.0,0.0,0.5770000000000001,0.5770000000000001,0.03211,0.06441000000000001,0,1,1
HATS-7,0.8490000000000001,0.027000000000000003,0.25,0.08,0.12,0.012,0.0,0.0,0.12,0.012,0.040119999999999996,0.008454,0,1,1
HATS-71A,0.569,0.069,0.237,0.063,0.45,0.24,0.0,0.0,0.45,0.24,0.03946,0.043770666666666666,0,1,1
HATS-62,0.9109999999999999,0.009000000000000001,0.14,0.03,0.19,0.19,0.0,0.0,0.19,0.19,0.04186000000000001,0.08386000000000003,0,1,1
HATS-72,0.7311,0.0028,0.099,0.013999999999999999,0.1254,0.0039,0.0,0.0,0.1254,0.0039,0.06651699999999999,0.0042224210526315776,0,1,1
HATS-8,1.056,0.037000000000000005,0.21,0.08,0.138,0.019,0.0,0.0,0.138,0.019,0.046669999999999996,0.01340115942028985,0,1,1
HATS-9,1.1,0.05,0.38,0.05,0.8390000000000001,0.03,0.0,0.0,0.8390000000000001,0.03,0.0312,0.0027312276519666267,0,1,1
HD 106906 (AB),1.5,0.1,0.04,0.02,11.0,2.0,0.0,0.0,11.0,2.0,850.0,569.090909090909,0,1,1
HD 10697,1.13,0.03,0.1,0.06,6.837000000000001,0.532,0.0,0.0,6.837000000000001,0.532,2.14,0.4210349568524207,0,1,1
HD 118203,1.23,0.03,0.1,0.05,2.173,0.08,0.0,0.0,2.173,0.08,0.07082000000000001,0.006314542107685229,0,1,1
HATS-64,1.5619999999999998,0.026000000000000002,0.20800000000000002,0.039,0.93,0.14,0.0,0.0,0.93,0.14,0.0656,0.020120537634408606,0,1,1
HATS-61,1.075,0.013999999999999999,0.24100000000000002,0.039,3.4,0.12,0.0,0.0,3.4,0.12,0.07904,0.005919294117647058,0,1,1
